text,class,cleaned_text,original_length,cleaned_length
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",neutral,as a part of the eseries business promise the nokia e50 has been equipped with a variety of email solutions in a small and stylised package said dave grannan general manager enterprise solutions nokia,42,34
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,as defences mature attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing screen shots video captures keylogging and injection of form fields,43,37
`` I warmly welcome Michael Frei to Outotec .,positive,i warmly welcome michael frei to outotec,9,7
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,our approach is very much to only use raw materials that are produced in line with the principles of sustainable development,23,21
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,our vaalipalvelu service was especially developed for use by communities and organizations,13,12
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive,the acquisition of sampo bank makes strategic sense for db says lindsey liddell director of fitch ratings financial institutions group,26,20
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",neutral,the bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group retail investors citycon cfo eero sihvonen said,35,30
`` The CHF is a great product .,positive,the chf is a great product,8,6
"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",positive,we have significant experience in smartphone functionality in the development of mobile internet services and in uniting the two into a smooth user experience,28,24
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,1830 dinner the conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com,21,20
"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",neutral,3g data subscribers are also helping to maintain these growth levels since data only subscriptions push for more multiple sim ownership,22,21
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral,october 2010 finnish paints and coatings company tikkurila company Helsinki tik1v announced today the launch of tikkurila prohouse method for protection of wooden surfaces via treatment with ultra pro waterborne products,35,31
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral,a cut above bring the outdoors in with these birch branch coasters,12,12
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral,a downloadable instruction sheet instructional video and project ideas for the award winning everywhere punch tm window system can be found at www.fiskars.com,25,23
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,a plumbing business has announced it is sponsoring a professional darts player,13,12
